,browserFamily,deviceCategory,geoCountryName,isMobile,label,lastActionMapId,lastActionType,numberOfEvents,vid,visitRefDomain,TIMESTAMP
9621,Chrome Mobile iOS,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a9d23fc00252a2202593c8d,google.ie,1530640830
9622,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a60a25c00252a220172af3c,,1530640830
9623,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a566cd300252a220f0989bd,,1530640830
9624,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,20,5a90119300252a227163f72a,2mdn.net,1530640830
9625,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,27,5aaa884700252a22170432df,365online.com,1530640830
9626,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a60544b00252a22713a9cce,,1530640830
9627,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,27,5a688aef00252a2207bcfcf9,google.ie,1530640830
9628,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5acd18a100252a2204984fa7,,1530640830
9629,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a79d92b00252a2227580b39,,1530640830
9630,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,49,5ae0b66400252a2236e2ac0b,,1530640830
9631,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a64cc2300252a226358619b,,1530640830
9632,Samsung Internet,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,20,5aa6b9ef00252a224b4a6cc3,google.ie,1530640830
9633,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,26,5ae6e62d00252a2230f705bf,,1530640830
9634,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5aa7bfd300252a226e4b7658,,1530640830
9635,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a4e59a500252a2276a9cb12,,1530640830
9636,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a9d807900252a2223208ab7,,1530640830
9637,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a6843fa00252a2223bbe52c,,1530640830
9638,Mobile Safari,Mobile,United Kingdom,True,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a927bb700252a2227290112,google.co.uk,1530640830
9639,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,65,5a65c76000252a223667790e,,1530640830
9640,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a82a1c700252a22632e19b8,,1530640830
9641,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5ae1900f00252a22149a5c1f,,1530640830
9642,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5ae2b71600252a2260b807af,android.googlequicksearchbox,1530640830
9643,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a55f11c00252a227b2aff5b,,1530640830
9644,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,61,5add868500252a227ef02c14,,1530640830
9645,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5ae7218100252a2234bffe35,,1530640830
9646,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a55fccf00252a223465f26d,google.ie,1530640830
9647,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa706f600252a220f57e962,,1530640830
9648,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa12f7400252a221c28fba3,,1530640830
9649,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a95b77a00252a2275755cd5,,1530640830
9650,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5a7d987400252a2210f9abf9,google.ie,1530640830
9651,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ad50d6a00252a2262ca088c,,1530640830
9652,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a9f1ce600252a2242aa8385,,1530640830
9653,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a58bbb800252a22664d0952,,1530640830
9654,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a71a2c800252a2229d2cbb9,,1530640830
9655,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a604a0500252a2237a24ee4,,1530640830
9656,Chrome Mobile,Mobile,Ireland,True,False,cj5jtrt1okxt307pq291vszzx,im,67,5ae2f38b00252a2214fee684,carsireland.ie,1530640830
9657,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a5e63a100252a2203c479f2,,1530640830
9658,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a8c90a500252a223b524bf4,,1530640830
9659,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a534a6e00252a2261f9b653,,1530640830
9660,IE,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,12,5a8c256b00252a223b2db287,google.ie,1530640830
9661,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,37,5a69ce7800252a2206d725d9,,1530640830
9662,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,27,5a7131e900252a222b428710,,1530640830
9663,Chrome,Desktop,United Kingdom,False,False,cj5jtrt1okxt307pq291vszzx,im,15,5abbaffc00252a224178d883,yahoo.com,1530640830
9664,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5ae1234f00252a2267005503,,1530640830
9665,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7040c500252a22752ec9aa,,1530640830
9666,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a91bc0e00252a226d0353cf,,1530640830
9667,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,19,5adf51a000252a222a34960a,google.com,1530640830
9668,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5a93433300252a2226ba9d22,,1530640830
9669,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a8ecd0800252a226f4f7cd1,,1530640830
9670,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,33,5a5dd71a00252a2275ac39e8,google.ie,1530640830
9671,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,2,5a53a70e00252a2205340f50,bankofireland.com,1530640830
9672,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a4f6ff300252a224e8b7e8a,,1530640830
9673,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,22,5acc8d0800252a227b30c9a7,google.com,1530640830
9674,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ae1f5eb00252a220cf2237d,,1530640830
9675,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5ac72c7f00252a22421f3be1,google.ie,1530640830
9676,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a4aba2700252a226f118c79,google.ie,1530640830
9677,Chrome,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,23,5aabdfd500252a226d00a1a2,google.ie,1530640830
9678,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a61187b00252a226e695820,,1530640830
9679,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a4a881b00252a220f452b1b,,1530640830
9680,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,32,5a7a0c5f00252a2265710259,,1530640830
9681,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6f24cb00252a22672858fa,,1530640830
9682,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5a5d0d1900252a22514bcfba,,1530640830
9683,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a674b0a00252a22107e5466,google.ie,1530640830
9684,Facebook,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,102,5a816e6f00252a2261775e58,facebook.com,1530640830
9685,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5ad8bfe300252a2268e98d63,,1530640830
9686,Chrome Mobile iOS,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,13,5a8bdced00252a222a5b3740,365online.com,1530640830
9687,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,27,5abb55b400252a2216f63a51,,1530640830
9688,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a678dd800252a2258c4d2c6,,1530640830
9689,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a7d797900252a2244e9c698,,1530640830
9690,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,12,5a5cdebc00252a2256dcb900,google.ie,1530640830
9691,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,21,5a7b191900252a224fb76236,google.ie,1530640830
9692,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,15,5a9594ed00252a22792be0d1,google.ie,1530640830
9693,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,62,5addf27100252a2266a708aa,,1530640830
9694,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,43,5adcf6dc00252a227331051b,,1530640830
9695,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,24,5ad4bd9000252a223f9fdb65,,1530640830
9696,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,56,5acf65cf00252a2254060a20,,1530640830
9697,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a9bdfa600252a224fdaa6c7,,1530640830
9698,Chrome Mobile,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,26,5abb5c4900252a2207bbf80c,google.com,1530640830
9699,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,13,5a81e9ba00252a22129bd4d8,google.ie,1530640830
9700,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ae2edb900252a224ad704ae,,1530640830
9701,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a71fb9100252a227cb6a150,,1530640830
9702,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a73137400252a22262b5d4b,,1530640830
9703,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,21,5a61efa200252a22071d1996,,1530640830
9704,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a552f8100252a2208169bb1,,1530640830
9705,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a84190600252a220c071abb,google.ie,1530640830
9706,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5aa67cc300252a22591a91d6,,1530640830
9707,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a7442e900252a224347d45f,,1530640830
9708,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5ae742e200252a2225a6616b,,1530640830
9709,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,49,5adfb96f00252a220012b95d,,1530640830
9710,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5aacc9b900252a225a6873c5,google.ie,1530640830
9711,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a4b459900252a221952751b,,1530640830
9712,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5aa834af00252a2276fe4756,,1530640830
9713,Mobile Safari UI/WKWebView,Mobile,Romania,True,True,NO-ACTION,NO-ACTION,16,5a4def7b00252a22792f7196,,1530640830
9714,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5a59203d00252a2235517434,,1530640830
9715,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a7d7bf200252a22324dc00b,,1530640830
9716,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a81536600252a224acd03fc,,1530640830
9717,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5a85739000252a220c12313b,google.ie,1530640830
9718,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a86b80a00252a227c5bce01,,1530640830
9719,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5a4d8ea900252a22757ab7ab,,1530640830
9720,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a6d9e4300252a22689648b6,,1530640830
9721,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,34,5ad5d69200252a221d6c361b,,1530640830
9722,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,22,5a8b2dab00252a223a6acb8c,,1530640830
9723,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,40,5ae708bf00252a227581eca0,,1530640830
9724,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,49,5a83fd8400252a2258b0a322,,1530640830
9725,Mobile Safari UI/WKWebView,Mobile,United States,True,True,NO-ACTION,NO-ACTION,25,5a4b9f3d00252a2237751871,,1530640830
9726,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a776c8700252a2242337d11,,1530640830
9727,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5ae7224800252a227b861cad,,1530640830
9728,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5ade0c7200252a225d711aa8,,1530640830
9729,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,29,5a6f3d2900252a221a00e1cc,,1530640830
9730,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,44,5a684a7f00252a222d6d9a23,switchyourbank.ie,1530640830
9731,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,42,5ad06a1a00252a22117fd457,,1530640830
9732,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,36,5ad793e900252a2211e5c8b4,,1530640830
9733,Mobile Safari,Tablet,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a987a9d00252a222121f41d,,1530640830
9734,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,28,5ad5273200252a227443866b,,1530640830
9735,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,11,5a5a78d100252a225fe57363,google.ie,1530640830
9736,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,41,5a61ed5d00252a2260087024,365online.com,1530640830
9737,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,65,5ad673ce00252a221c187e41,,1530640830
9738,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,14,5a6604bc00252a2256b63f8f,google.ie,1530640830
9739,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ad51b9f00252a225a230ce4,,1530640830
9740,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a5b390700252a22489d192f,,1530640830
9741,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a933fc000252a225af4858d,,1530640830
9742,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a6531ef00252a221adfcaed,,1530640830
9743,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5aa234b500252a22240e2618,,1530640830
9744,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,33,5a6e5ee900252a226f32cc08,,1530640830
9745,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,6,5aac35e500252a220c748d83,google.ie,1530640830
9746,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6b6f5600252a224eeec78f,,1530640830
9747,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a81a6d600252a2272b5a37e,,1530640830
9748,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,44,5a5f47d200252a2224f009ab,google.ie,1530640830
9749,IE,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,9,5aa939f400252a22469fe53d,google.ie,1530640830
9750,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5aa143b100252a220344d732,,1530640830
9751,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a733deb00252a222aa832b6,,1530640830
9752,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,13,5a830d5100252a2245339f7a,,1530640830
9753,Edge,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a8ec8b300252a2240c286c3,bing.com,1530640830
9754,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a7b748f00252a224407749d,bankofireland.com,1530640830
9755,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,37,5a67621b00252a2203015785,365online.com,1530640830
9756,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,56,5ad854aa00252a2251693a05,,1530640830
9757,IE,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,40,5a72012c00252a2203df6508,google.ie,1530640830
9758,IE,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,7,5a5497dc00252a225f8c043f,google.ie,1530640830
9759,IE,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,15,5acb6d0500252a22770066fc,,1530640830
9760,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a60ddca00252a22455e3e3b,,1530640830
9761,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a6a239f00252a224a10301e,,1530640830
9762,Mobile Safari,Tablet,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,63,5a71e78a00252a2266c1ab41,,1530640830
9763,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,47,5ad5da9700252a2206c5139f,,1530640830
9764,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,30,5ade04d800252a22751bc245,bankofireland.com,1530640830
9765,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a7ee62900252a226be13d1f,,1530640830
9766,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a4e4bea00252a224a2ed24c,,1530640830
9767,IE,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,37,5a901ac600252a2259935d53,,1530640830
9768,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,19,5a61fa9800252a226520665c,bonkers.ie,1530640830
9769,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,37,5ad8f2c500252a2266db8b37,,1530640830
9770,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,13,5a7b448600252a2214549b65,,1530640830
9771,Mobile Safari,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,24,5a6ef05e00252a2221ca1bc5,,1530640830
9772,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a76f4be00252a225ae58ed1,,1530640830
9773,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5a9e72bd00252a2252b25a8b,,1530640830
9774,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,21,5a59081d00252a22674ad6ad,,1530640830
9775,Chrome Mobile,Mobile,United Kingdom,True,False,cjawivamo545707qylvkasw8v,im,10,5a7342a900252a225fe66bf2,google.co.uk,1530640830
9776,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,32,5aa67fd800252a223c0a8494,bankofireland.com,1530640830
9777,Opera,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,14,5a69b48100252a2212c78f66,google.ie,1530640830
9778,IE,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,5,5a4cfa2b00252a226527235c,bankofireland.com,1530640830
9779,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5a6f434b00252a2211b96a85,,1530640830
9780,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,35,5ae4dacd00252a2246ffefdd,,1530640830
9781,Chrome Mobile,Mobile,United Kingdom,True,True,NO-ACTION,NO-ACTION,24,5a7a106e00252a22674018d3,,1530640830
9782,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,14,5aa70aa000252a2235ee664d,,1530640830
9783,IE,Desktop,Ireland,False,False,cjawivamo545707qylvkasw8v,im,51,5aabcfa300252a226c3bae1d,google.ie,1530640830
9784,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,20,5a8f553700252a2203c98c5d,,1530640830
9785,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a4cb74c00252a221e4393e0,,1530640830
9786,Mobile Safari,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5aa7f92f00252a222bd01053,google.ie,1530640830
9787,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,25,5aa1b89400252a227baa2c84,,1530640830
9788,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a69e7c900252a221a3db947,,1530640830
9789,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5ae205ad00252a22363fb7c3,,1530640830
9790,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,12,5a9f697d00252a225b322efd,,1530640830
9791,Mobile Safari,Mobile,Spain,True,False,cj3a8c1acdkkd07p7xnae45fr,im,11,5a4bb3d700252a220e02d8dd,google.es,1530640830
9792,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a8ddd5400252a226b477028,,1530640830
9793,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5acdd8a200252a220f3fdb02,,1530640830
9794,Chrome,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,6,5aa14f2b00252a22487620c6,365online.com,1530640830
9795,Chrome Mobile,Mobile,Ireland,True,False,cjawivamo545707qylvkasw8v,im,7,5a93c42900252a2236f3ed56,google.ie,1530640830
9796,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,18,5a7b715f00252a225126c06f,,1530640830
9797,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,23,5a99bbdc00252a225c90b1aa,,1530640830
9798,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,15,5a7ac9ec00252a227dab9b84,google.ie,1530640830
9799,Chrome,Desktop,Ireland,False,False,cj5jtrt1okxt307pq291vszzx,im,23,5aa8e69c00252a2267830cd4,simplyzesty.com,1530640830
9800,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,17,5a81357000252a2243f389df,,1530640830
9801,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a8feb2b00252a22314af194,,1530640830
9802,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,48,5ae0df8300252a221d425fa3,,1530640830
9803,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,19,5a4b798f00252a2222bff3ac,,1530640830
9804,Safari,Desktop,United Kingdom,False,False,ciqwehb936dwp01qirwyhd0i3,im,9,5aa9352000252a223b6b4d2d,google.co.uk,1530640830
9805,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,41,5ad5c60000252a22166fdf51,,1530640830
9806,IE,Desktop,United Kingdom,False,False,cj5jtrt1okxt307pq291vszzx,im,56,5a573aba00252a226930472b,,1530640830
9807,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,15,5a8aff3000252a2274517836,,1530640830
9808,Mobile Safari,Mobile,Ireland,True,False,cj9zwqowd27fv06nv0x9x2kkx,im,45,5ab3d49a00252a221483ad18,bankofireland.com,1530640830
9809,Firefox,Desktop,Ireland,False,False,cj5sd7warvddy07oc8uiw6zlt,im,41,5a8178a000252a2249573796,,1530640830
9810,Chrome Mobile,Mobile,Ireland,True,False,ciqwehb936dwp01qirwyhd0i3,im,4,5a9eff9500252a226a945ac8,google.ie,1530640830
9811,Safari,Desktop,United Kingdom,False,False,cj5jtrt1okxt307pq291vszzx,im,24,5aa0318f00252a225127fbc3,,1530640830
9812,Chrome Mobile,Mobile,Ireland,True,False,cj5sd7warvddy07oc8uiw6zlt,im,41,5ab5094500252a2245613d49,android.googlequicksearchbox,1530640830
9813,Chrome,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,9,5a7453d600252a227a85b061,google.ie,1530640830
9814,Mobile Safari UI/WKWebView,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,31,5a4be85a00252a223b6b9ed7,,1530640830
9815,Chrome Mobile,Mobile,Ireland,True,True,NO-ACTION,NO-ACTION,16,5aa6ee3800252a22427bce46,,1530640830
9816,Edge,Desktop,United Kingdom,False,False,cj3a8c1acdkkd07p7xnae45fr,im,10,5a4b987d00252a2254932e43,google.ie,1530640830
9817,Edge,Desktop,Ireland,False,False,ciqwehb936dwp01qirwyhd0i3,im,10,5a8d683300252a22419cd9df,365online.com,1530640830
